WBSEGMENT,BURPID,BURP Stream Name,SMI,SFI,SHI,WBAG 2 Score,SMI2,SFI2,SHI2,WBAG 3 Score
ID17050113SW010_05,1993SBOIA001,Lime Creek,55.25863,NULL,28,2,NULL,NULL,NULL,NULL
ID17050113SW010_04,1993SBOIA002,Lime Creek,61.24809,NULL,24,2,NULL,NULL,NULL,NULL
ID17050123SW001_02,1993SBOIA003,Tripod Creek,23.85082,60,21,0,NULL,NULL,NULL,NULL
ID17050102SW021_04,1993SBOIA004,Jarbidge River,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ID17050123SW018_03,1993SBOIA005,North Fork Payette River,61.6885,NULL,22,2,NULL,NULL,NULL,NULL
ID17050123SW022_02,1993SBOIA006,Fisher Creek,55.57855,NULL,26,1.5,NULL,NULL,NULL,NULL
ID17060208SL026_03,1993SBOIA007,Burntlog Creek,66.74626,NULL,27,2,NULL,NULL,NULL,NULL
ID17050123SW018_02,1993SBOIA008,Deep Creek,43.05045,NULL,25,1,NULL,NULL,NULL,NULL
ID17050123SW020_03,1993SBOIA009,Twentymile Creek,67.26065,NULL,25,2,NULL,NULL,NULL,NULL
ID17050123SW018_02,1993SBOIA010,Pearl Creek,65.21687,NULL,26,2,NULL,NULL,NULL,NULL
ID17050123SW018_02,1993SBOIA011,Pearl Creek,67.20453,NULL,26,2,NULL,NULL,NULL,NULL
ID17050201SW015_04,1993SBOIA012,Wildhorse River,73.5665,NULL,25,2,NULL,NULL,NULL,NULL
ID17050201SW016_02,1993SBOIA013,Bear Creek,77.80794,NULL,26,2,NULL,NULL,NULL,NULL
ID17050201SW015_02,1993SBOIA014,Crooked River,80.26883,NULL,28,2,NULL,NULL,NULL,NULL
ID17050124SW016_03,1993SBOIA015,East Fork Weiser River,75.65976,NULL,26,2,NULL,NULL,NULL,NULL
ID17050124SW032_03,1993SBOIA016,Mann Creek,73.95231,NULL,17,2,NULL,NULL,NULL,NULL
ID17060208SL028_03,1993SBOIA017,Riordan Creek,70.25183,NULL,15,2,NULL,NULL,NULL,NULL
ID17050121SW002_03,1993SBOIA018,Anderson Creek,61.29746,NULL,22,2,NULL,NULL,NULL,NULL
ID17050121SW010_03,1993SBOIA019,Scriver Creek,71.81662,NULL,26,2,NULL,NULL,NULL,NULL
ID17050121SW007_02,1993SBOIA020,Silver Creek,71.1435,NULL,26,2,NULL,NULL,NULL,NULL
ID17050121SW007_02,1993SBOIA021,Silver Creek,63.23167,NULL,19,2,NULL,NULL,NULL,NULL
ID17050121SW004_02,1993SBOIA022,Big Bulldog Creek,74.69847,NULL,26,2,NULL,NULL,NULL,NULL
ID17050120SW019_03,1993SBOIA023,Deadwood River,54.26513,NULL,20,1.5,NULL,NULL,NULL,NULL
ID17050120SW019_03,1993SBOIA024,Deadwood River,67.02625,NULL,23,2,NULL,NULL,NULL,NULL
ID17050124SW017_02,1993SBOIA025,West Fork Weiser River,63.75571,NULL,20,2,NULL,NULL,NULL,NULL
ID17050124SW017_03,1993SBOIA026,West Fork Weiser River,55.7627,NULL,19,2,NULL,NULL,NULL,NULL
ID17050124SW014_03a,1993SBOIA027,Middle Fork Weiser River,66.87077,NULL,19,2,NULL,NULL,NULL,NULL
ID17050124SW014_02,1993SBOIA028,Middle Fork Weiser River,65.70044,NULL,20,2,NULL,NULL,NULL,NULL
ID17050124SW021_02,1993SBOIA029,Hornet Creek,78.79362,NULL,20,2,NULL,NULL,NULL,NULL
ID17050201SW017_02,1993SBOIA030,Indian Creek,72.0173,NULL,20,2,NULL,NULL,NULL,NULL
ID17050201SW017_02,1993SBOIA031,Indian Creek,69.52389,NULL,26,2,NULL,NULL,NULL,NULL
ID17060101SL004_03,1993SBOIA032,Deep Creek,59.7655,NULL,28,2,NULL,NULL,NULL,NULL
ID17060101SL004_03,1993SBOIA033,Deep Creek,73.65645,NULL,26,2,NULL,NULL,NULL,NULL
ID17050112SW013_05,1993SBOIA034,Grimes Creek,52.10936,NULL,24,2,NULL,NULL,NULL,NULL
ID17050112SW013_02,1993SBOIA035,Grimes Creek,66.09248,NULL,24,2,NULL,NULL,NULL,NULL
ID17050111SW015_03,1993SBOIA036,Rabbit Creek,45.90869,NULL,25,1,NULL,NULL,NULL,NULL
ID17050111SW014_03,1993SBOIA037,Crooked River,53.68224,NULL,24,1.5,NULL,NULL,NULL,NULL
ID17050111SW012_03,1993SBOIA038,Bear River,42.43954,NULL,20,1,NULL,NULL,NULL,NULL
ID17050111SW004_03,1993SBOIA039,Yuba River,71.62003,NULL,25,2,NULL,NULL,NULL,NULL
ID17050111SW008_03,1993SBOIA040,Black Warrior Creek,44.0386,NULL,22,1,NULL,NULL,NULL,NULL
ID17050111SW001_03,1993SBOIA041,Lost Man Creek,56.04632,NULL,26,1.5,NULL,NULL,NULL,NULL
ID17060101SL004_03,1993SBOIA042,Deep Creek,50.41283,NULL,24,1,NULL,NULL,NULL,NULL
ID17060101SL004_03,1993SBOIA043,Deep Creek,63.07735,NULL,25,2,NULL,NULL,NULL,NULL
ID17050101SW012_03,1993SBOIA044,Little Canyon Creek,15.12943,NULL,26,0,NULL,NULL,NULL,NULL
ID17050101SW012_03,1993SBOIA045,Little Canyon Creek,18.17124,NULL,15,0,NULL,NULL,NULL,NULL
ID17050102SW020_05,1993SBOIA046,Bruneau River,48.31542,NULL,17,1.5,NULL,NULL,NULL,NULL
ID17050102SW021_04,1993SBOIA047,Jarbidge River,48.97987,NULL,20,1.5,NULL,NULL,NULL,NULL
ID17050102SW013_05,1993SBOIA048,Bruneau River,69.00449,NULL,17,2,NULL,NULL,NULL,NULL
ID17050102SW003_04,1993SBOIA049,Little Jacks Creek,50.19965,NULL,27,1.5,NULL,NULL,NULL,NULL
ID17050107SW011_02,1993SBOIA050,Cabin Creek,41.07334,NULL,18,1,NULL,NULL,NULL,NULL
ID17050107SW012_03,1993SBOIA051,Juniper Creek,35.09895,NULL,15,1,NULL,NULL,NULL,NULL
ID17050104SW034_03,1993SBOIA052,Red Canyon,20.56844,NULL,16,0,NULL,NULL,NULL,NULL
ID17050104SW026_05,1993SBOIA053,Deep Creek,15.43988,NULL,NULL,0,NULL,NULL,NULL,NULL
ID17050101SW016_03,1993SBOIA054,Bennett Creek,14.91592,NULL,17,0,NULL,NULL,NULL,NULL
ID17050123SW022_02,1993SBOIA055,Fisher Creek,52.86282,NULL,25,1.5,NULL,NULL,NULL,NULL
ID17040104SK027_03,1993SIDFA012,Palisades Creek,47.19105,NULL,20,1.5,NULL,NULL,NULL,NULL
ID17040104SK027_03,1993SIDFA013,Palisades Creek,54.48858,NULL,21,2,NULL,NULL,NULL,NULL
ID17040104SK028_04,1993SIDFA014,Rainey Creek,63.8131,NULL,22,2,NULL,NULL,NULL,NULL
ID17040104SK028_04,1993SIDFA015,Rainey Creek,NULL,NULL,15,1,NULL,NULL,NULL,NULL
ID17040104SK006_04,1993SIDFA016,Fall Creek,35.38355,NULL,19,1,NULL,NULL,NULL,NULL
ID17040104SK005_04,1993SIDFA017,Fall Creek,23.06013,NULL,15,0,NULL,NULL,NULL,NULL
ID17040104SK029_03,1993SIDFA018,Pine Creek,51.41005,NULL,17,2,NULL,NULL,NULL,NULL
ID17040104SK029_02,1993SIDFA019,West Pine Creek,53.40218,NULL,13,2,NULL,NULL,NULL,NULL
ID17040203SK008_03,1993SIDFA020,Squirrel Creek,63.18941,NULL,20,2,NULL,NULL,NULL,NULL
ID17040203SK008_03,1993SIDFA021,Squirrel Creek,63.89845,NULL,21,2,NULL,NULL,NULL,NULL
ID17040202SK011_03,1993SIDFA022,Robinson Creek,55.70893,NULL,23,2,NULL,NULL,NULL,NULL
ID17040202SK006_04,1993SIDFA023,Robinson Creek,59.80671,NULL,23,2,NULL,NULL,NULL,NULL
ID17040203SK006_04,1993SIDFA024,Conant Creek,50.26534,NULL,20,1,NULL,NULL,NULL,NULL
ID17040203SK007_03,1993SIDFA025,Conant Creek,56.33795,NULL,NULL,3,NULL,NULL,NULL,NULL
ID17040205SK031_03,1993SIDFA026,Tex Creek,26.01555,NULL,19,0,NULL,NULL,NULL,NULL
ID17040205SK030_02,1993SIDFA027,Bulls Fork,NULL,NULL,20,1,NULL,NULL,NULL,NULL
ID17040205SK030_02,1993SIDFA028,Bulls Fork,20.46663,NULL,22,0,NULL,NULL,NULL,NULL
ID17040205SK032_02,1993SIDFA029,Meadow Creek,NULL,NULL,19,1,NULL,NULL,NULL,NULL
ID17040205SK032_02,1993SIDFA030,Meadow Creek,14.71015,NULL,20,0,NULL,NULL,NULL,NULL
ID17040205SK001_05,1993SIDFA031,Willow Creek,11.26564,NULL,20,0,NULL,NULL,NULL,NULL
ID17040205SK005_05,1993SIDFA032,Willow Creek,22.62344,NULL,18,0,NULL,NULL,NULL,NULL
ID17060201SL015_02,1993SIDFA033,Garden Creek,31.73974,NULL,21,0,NULL,NULL,NULL,NULL
ID17060201SL015_03,1993SIDFA034,Garden Creek,57.46133,NULL,23,1.5,NULL,NULL,NULL,NULL
ID17060201SL012_02,1993SIDFA035,Challis Creek,40.30243,NULL,14,1,NULL,NULL,NULL,NULL
ID17060201SL009_03,1993SIDFA036,Challis Creek,NULL,NULL,20,1,NULL,NULL,NULL,NULL
ID17040218SK033_04,1993SIDFA037,East Fork Big Lost River,48.71368,NULL,12,1,NULL,NULL,NULL,NULL
ID17040218SK039_03,1993SIDFA038,East Fork Big Lost River,46.09159,NULL,20,1,NULL,NULL,NULL,NULL
ID17040218SK025_04,1993SIDFA039,North Fork Big Lost River,NULL,NULL,13,1,NULL,NULL,NULL,NULL
ID17040218SK027_03,1993SIDFA040,North Fork Big Lost River,36.89253,NULL,11,1,NULL,NULL,NULL,NULL
ID17060201SL051_04,1993SIDFA041,Valley Creek,44.38716,NULL,19,1,NULL,NULL,NULL,NULL
ID17060201SL053_03,1993SIDFA042,Valley Creek,NULL,NULL,20,1,NULL,NULL,NULL,NULL
ID17060201SL052_02,1993SIDFA043,Stanley Creek,NULL,NULL,19,1,NULL,NULL,NULL,NULL
ID17060201SL052_03,1993SIDFA044,Stanley Creek,NULL,NULL,20,1,NULL,NULL,NULL,NULL
ID17060201SL003_02,1993SIDFA045,Van Horn Creek,58.35661,NULL,20,1.5,NULL,NULL,NULL,NULL
ID17060201SL003_02,1993SIDFA046,Van Horn Creek,NULL,NULL,20,1,NULL,NULL,NULL,NULL
ID17060201SL003_02,1993SIDFA047,Lick Creek,NULL,NULL,18,1,NULL,NULL,NULL,NULL
ID17060201SL003_02,1993SIDFA048,Lick Creek,NULL,NULL,21,1,NULL,NULL,NULL,NULL
ID17040208SK023_03b,1993SPOCA001,Inman Creek,NULL,NULL,25,1,NULL,NULL,NULL,NULL
ID17040208SK023_02c,1993SPOCA002,Webb Creek,NULL,NULL,23,1,NULL,NULL,NULL,NULL
ID17040208SK023_02c,1993SPOCA003,Webb Creek,NULL,NULL,20,1,NULL,NULL,NULL,NULL
ID17040208SK022_03,1993SPOCA004,Pebble Creek,NULL,NULL,19,1,NULL,NULL,NULL,NULL
ID17040208SK022_03,1993SPOCA005,Pebble Creek,NULL,NULL,16,1,NULL,NULL,NULL,NULL
ID17040208SK021_02a,1993SPOCA006,Little Toponce Creek,29.60495,NULL,20,0,NULL,NULL,NULL,NULL
ID17040208SK021_03,1993SPOCA007,Toponce Creek,NULL,NULL,20,1,NULL,NULL,NULL,NULL
ID17040207SK016_03,1993SPOCA008,Diamond Creek,59.24348,62.17052,15,1.67,NULL,NULL,NULL,NULL
ID17040207SK016_02a,1993SPOCA009,Diamond Creek,27.25604,49.58333,26,0,NULL,NULL,NULL,NULL
ID17040207SK018_02a,1993SPOCA010,Lanes Creek,30.92404,NULL,21,0,NULL,NULL,NULL,NULL
ID17040207SK022_03,1993SPOCA011,Sheep Creek,57.48055,NULL,15,1.5,NULL,NULL,NULL,NULL
ID17040220SK004_02,1993STWFA001,Beaver Creek,24.48367,NULL,4,0,NULL,NULL,NULL,NULL
ID17040220SK013_05,1993STWFA002,Camas Creek,NULL,NULL,6,1,NULL,NULL,NULL,NULL
ID17040219SK024_02,1993STWFA003,Castle Creek,55.53032,88.21332,23,2.33,NULL,NULL,NULL,NULL
ID17040220SK005_02,1993STWFA004,Cherry Creek,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ID17040220SK015_03,1993STWFA005,Corral Creek,13.14449,NULL,10,0,NULL,NULL,NULL,NULL
ID17040220SK017_02,1993STWFA006,West Fork Corral Creek,43.76117,NULL,28,1.5,NULL,NULL,NULL,NULL
ID17040219SK014_03,1993STWFA007,Corral Creek,30.51229,77.67004,31,0,NULL,NULL,NULL,NULL
ID17040219SK011_03,1993STWFA008,Cove Creek,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ID17040220SK018_02,1993STWFA009,Cow Creek,16.21231,NULL,19,0,NULL,NULL,NULL,NULL
ID17040220SK006_02,1993STWFA010,Elk Creek,17.17005,NULL,12,0,NULL,NULL,NULL,NULL
ID17040220SK004_02,1993STWFA011,Little Beaver Creek,31.50922,NULL,19,0,NULL,NULL,NULL,NULL
ID17040221SK020_04,1993STWFA012,Little Wood River,42.69645,NULL,19,1,NULL,NULL,NULL,NULL
ID17040220SK025_02,1993STWFA013,McKinney Creek,23.79584,NULL,10,0,NULL,NULL,NULL,NULL
ID17040220SK016_02,1993STWFA014,Rough Creek,34.48579,NULL,26,1,NULL,NULL,NULL,NULL
ID17040220SK011_03,1993STWFA015,Soldier Creek,42.04384,NULL,17,1,NULL,NULL,NULL,NULL
ID17040220SK026_03,1993STWFA016,Spring Creek,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ID17040221SK023_03,1993STWFA017,Stalker Creek,23.69477,NULL,23,0,NULL,NULL,NULL,NULL
ID17040219SK024_03,1993STWFA018,Thompson Creek,50.77583,91.86781,29,2,NULL,NULL,NULL,NULL
ID17040219SK013_04,1993STWFA019,Trail Creek,49.67319,NULL,30,1.5,NULL,NULL,NULL,NULL
ID17040219SK013_04,1993STWFA020,Trail Creek,51.27895,NULL,21,2,NULL,NULL,NULL,NULL
ID17040212SK027_02,1993STWFA021,Vineyard Creek,NULL,NULL,24,1,NULL,NULL,NULL,NULL
ID17040219SK023_04,1993STWFA022,Warm Springs Creek,35.64228,96.2124,16,1.67,NULL,NULL,NULL,NULL
ID17040219SK023_04,1993STWFA023,Warm Springs Creek,58.90556,NULL,31,2,NULL,NULL,NULL,NULL
ID17040219SK024_04,1993STWFA024,Warm Springs Creek,55.35905,NULL,17,2,NULL,NULL,NULL,NULL
ID17040220SK021_03,1993STWFA025,Wild Horse Creek,16.36943,NULL,14,0,NULL,NULL,NULL,NULL
ID17040220SK003_04,1993STWFA026,Willow Creek,22.34137,NULL,13,0,NULL,NULL,NULL,NULL
ID17040219SK021_03,1993STWFA027,Baker Creek,53.42019,NULL,27,2,NULL,NULL,NULL,NULL
ID17040210SK007_03,1993STWFA028,Cassia Creek,62.10712,NULL,51,2.5,NULL,NULL,NULL,NULL
ID17040219SK026_03,1993STWFA030,Deer Creek,61.52854,76.7606,25,2,NULL,NULL,NULL,NULL
ID17040219SK010_04,1993STWFA031,East Fork Wood River,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ID17040219SK011_03,1993STWFA032,East Fork Wood River,42.13107,NULL,12,1,NULL,NULL,NULL,NULL
ID17040221SK008_03,1993STWFA033,Fish Creek,36.21414,NULL,26,1,NULL,NULL,NULL,NULL
ID17040212SK018_02,1993STWFA034,Fourth Fork Rock Creek,81.14098,NULL,29,2,NULL,NULL,NULL,NULL
ID17040211SK005_05,1993STWFA035,Goose Creek,51.8686,NULL,17,2,NULL,NULL,NULL,NULL
ID17040213SK005_03,1993STWFA036,House Creek,46.52311,NULL,20,1.5,NULL,NULL,NULL,NULL
ID17040219SK012_03,1993STWFA037,Hyndman Creek,40.20962,63.3698,27,1,NULL,NULL,NULL,NULL
ID17040209SK003_03,1993STWFA038,Marsh Creek,57.11431,NULL,28,2,NULL,NULL,NULL,NULL
ID17040219SK017_03,1993STWFA039,North Fork Big Wood River,67.60116,NULL,29,2,NULL,NULL,NULL,NULL
ID17040219SK020_03,1993STWFA040,Prairie Creek,29.90493,63.5,32,0,NULL,NULL,NULL,NULL
ID17040212SK018_03,1993STWFA041,Third Fork Rock Creek,51.82529,NULL,28,2,NULL,NULL,NULL,NULL
ID17040211SK003_04,1993STWFA042,Trapper Creek,40.55584,NULL,25,1,NULL,NULL,NULL,NULL
ID17040221SK009_03,1993STWFA043,West Fork Fish Creek,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ID17040219SK014_02,1993STWFA044,Wilson Creek,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ID17040213SK006_03,1993STWFA045,Cedar Creek,29.4289,NULL,19,0,NULL,NULL,NULL,NULL
ID17050122SW017_03,1994SBOIA001,Big Willow Creek,49.81468,NULL,37,1.5,NULL,NULL,NULL,NULL
ID17050122SW017_03,1994SBOIA002,Big Willow Creek,48.00343,NULL,27,1.5,NULL,NULL,NULL,NULL
ID17050122SW017_04,1994SBOIA003,Big Willow Creek,27.56196,NULL,15,0,NULL,NULL,NULL,NULL
ID17050122SW017_03,1994SBOIA004,Big Willow Creek,31.25398,NULL,19,0,NULL,NULL,NULL,NULL
ID17050103SW003_03,1994SBOIA005,Succor Creek,48.79299,NULL,17,1.5,NULL,NULL,NULL,NULL
ID17050103SW003_03,1994SBOIA006,Succor Creek,36.03487,NULL,27,1,NULL,NULL,NULL,NULL
ID17050102SW004_05,1994SBOIA007,Big Jacks Creek,59.41364,NULL,21,2,NULL,NULL,NULL,NULL
ID17050102SW004_05,1994SBOIA008,Big Jacks Creek,64.59703,NULL,24,2,NULL,NULL,NULL,NULL
ID17050102SW014_04,1994SBOIA009,Sheep Creek,45.53431,NULL,43,1.5,NULL,NULL,NULL,NULL
ID17050102SW013_05,1994SBOIA010,Bruneau River,75.1743,NULL,59,2.5,NULL,NULL,NULL,NULL
ID17050102SW014_05,1994SBOIA011,Sheep Creek,45.24478,NULL,45,1.5,NULL,NULL,NULL,NULL
ID17050104SW023_03,1994SBOIA012,Battle Creek,NULL,0,34,0,NULL,NULL,NULL,NULL
ID17050104SW023_04,1994SBOIA013,Battle Creek,52.58219,NULL,44,2,NULL,NULL,NULL,NULL
ID17050104SW001_06,1994SBOIA014,Owyhee River,61.40847,NULL,29,2,NULL,NULL,NULL,NULL
ID17050104SW001_06,1994SBOIA015,Owyhee River,60.83493,NULL,13,2,NULL,NULL,NULL,NULL
ID17060210SL006_02,1994SBOIA017,Round Valley Creek,83.6222,NULL,75,3,NULL,NULL,NULL,NULL
ID17060210SL006_02,1994SBOIA018,UNT to Round Valley Creek,71.30198,NULL,63,2.5,NULL,NULL,NULL,NULL
ID17050124SW020_02,1994SBOIA019,Lost Creek,77.32879,NULL,39,2,NULL,NULL,NULL,NULL
ID17050124SW020_02,1994SBOIA020,East Fork Lost Creek,67.27871,NULL,34,2,NULL,NULL,NULL,NULL
ID17050124SW027_02,1994SBOIA021,East Pine Creek,60.02475,NULL,70,3,NULL,NULL,NULL,NULL
ID17050201SW003_02,1994SBOIA022,Dukes Creek,54.93194,NULL,43,2,NULL,NULL,NULL,NULL
ID17050113SW032_03,1994SBOIA023,Smith Creek,75.00523,NULL,63,3,NULL,NULL,NULL,NULL
ID17050113SW032_03,1994SBOIA024,Smith Creek,66.15632,NULL,46,2,NULL,NULL,NULL,NULL
ID17050111SW001_04,1994SBOIA025,Middle Fork Boise River,68.47398,NULL,67,3,NULL,NULL,NULL,NULL
ID17050111SW001_04,1994SBOIA026,Middle Fork Boise River,67.14926,NULL,27,2,NULL,NULL,NULL,NULL
ID17050201SW016_02,1994SBOIA027,Bear Creek,73.44247,NULL,78,3,NULL,NULL,NULL,NULL
ID17050124SW027_02,1994SBOIA028,West Pine Creek,75.20345,NULL,65,3,NULL,NULL,NULL,NULL
ID17050124SW027_03,1994SBOIA029,West Pine Creek,75.56168,NULL,33,2,NULL,NULL,NULL,NULL
ID17050124SW027_03,1994SBOIA030,West Pine Creek,74.12691,NULL,62,3,NULL,NULL,NULL,NULL
ID17050124SW027_03,1994SBOIA031,Pine Creek,57.93907,NULL,43,2,NULL,NULL,NULL,NULL
ID17050201SW015_02,1994SBOIA032,Crooked River,56.20561,NULL,63,3,NULL,NULL,NULL,NULL
ID17050201SW015_04,1994SBOIA033,Wildhorse River,75.73252,50.97277,61,2.33,NULL,NULL,NULL,NULL
ID17050201SW015_04,1994SBOIA034,Wildhorse River,73.70895,0,42,0,NULL,NULL,NULL,NULL
ID17050201SW015_02,1994SBOIA035,Crooked River,75.24437,75,91,2.67,NULL,NULL,NULL,NULL
ID17050124SW032_03,1994SBOIA036,Mann Creek,63.21469,NULL,53,2,NULL,NULL,NULL,NULL
ID17050124SW016_02,1994SBOIA037,Dewey Creek,75.23276,NULL,66,3,NULL,NULL,NULL,NULL
ID17050124SW016_02,1994SBOIA038,Dewey Creek,62.10781,NULL,85,3,NULL,NULL,NULL,NULL
ID17050124SW007_02,1994SBOIA039,Beaver Creek,65.57083,NULL,73,3,NULL,NULL,NULL,NULL
ID17050124SW007_02,1994SBOIA040,Beaver Creek,71.54569,NULL,60,3,NULL,NULL,NULL,NULL
ID17060210SL007_05,1994SBOIA041,Little Salmon River,48.04191,NULL,31,1,NULL,NULL,NULL,NULL
ID17050121SW005_03,1994SBOIA042,Middle Fork Payette River,75.66052,NULL,61,2.5,NULL,NULL,NULL,NULL
ID17050121SW005_04,1994SBOIA043,Middle Fork Payette River,76.71198,NULL,47,2,NULL,NULL,NULL,NULL
ID17050121SW001_04,1994SBOIA044,Middle Fork Payette River,50.9244,NULL,46,1,NULL,NULL,NULL,NULL
ID17060210SL007_05,1994SBOIA045,Little Salmon River,59.45844,NULL,45,2,NULL,NULL,NULL,NULL
ID17060208SL012_04,1994SBOIA046,West Fork Buckhorn Creek,78.13211,NULL,64,2.5,NULL,NULL,NULL,NULL
ID17060208SL012_03,1994SBOIA047,Buckhorn Creek,72.80518,NULL,64,2.5,NULL,NULL,NULL,NULL
ID17060101SL004_02,1994SBOIA048,Deep Creek,88.2303,NULL,73,3,NULL,NULL,NULL,NULL
ID17060101SL004_03,1994SBOIA049,Deep Creek,72.80186,NULL,79,3,NULL,NULL,NULL,NULL
ID17050123SW017_03,1994SBOIA050,Fall Creek,61.32113,100,48,2.33,NULL,NULL,NULL,NULL
ID17050123SW018_02,1994SBOIA051,Box Creek,75.03603,NULL,72,3,NULL,NULL,NULL,NULL
ID17050123SW017_02,1994SBOIA052,Dead Horse Creek,77.91463,NULL,63,2.5,NULL,NULL,NULL,NULL
ID17050123SW018_02,1994SBOIA053,Brush Creek,76.0192,NULL,39,2,NULL,NULL,NULL,NULL
ID17050123SW019_02,1994SBOIA054,Cougar Creek,69.39655,NULL,72,3,NULL,NULL,NULL,NULL
ID17050123SW021_02,1994SBOIA055,North Fork Payette River,60.37867,NULL,72,3,NULL,NULL,NULL,NULL
ID17050123SW020_03,1994SBOIA056,Twentymile Creek,67.38528,NULL,61,2.5,NULL,NULL,NULL,NULL
ID17050123SW020_02,1994SBOIA057,Twentymile Creek,69.84715,NULL,81,3,NULL,NULL,NULL,NULL
ID17060208SL016_02,1994SBOIA058,Six-bit Creek,90.46426,NULL,75,3,NULL,NULL,NULL,NULL
ID17060208SL016_02,1994SBOIA059,Six-bit Creek,85.96661,NULL,40,2,NULL,NULL,NULL,NULL
ID17060208SL017_02,1994SBOIA060,Curtis Creek,81.77517,NULL,72,3,NULL,NULL,NULL,NULL
ID17060208SL017_02,1994SBOIA061,Curtis Creek,86.03909,NULL,67,3,NULL,NULL,NULL,NULL
ID17050123SW003_03,1994SBOIA062,Clear Creek,77.30853,NULL,54,2,NULL,NULL,NULL,NULL
ID17050124SW022_03,1994SBOIA063,Johnson Creek,65.59426,NULL,31,2,NULL,NULL,NULL,NULL
ID17050124SW015_03,1994SBOIA064,Cottonwood Creek,80.55508,NULL,80,3,NULL,NULL,NULL,NULL
ID17050124SW023_02,1994SBOIA065,Goodrich Creek,75.19868,NULL,80,3,NULL,NULL,NULL,NULL
ID17050123SW009_02,1994SBOIB001,Flat Creek,55.73613,NULL,16,1.5,NULL,NULL,NULL,NULL
ID17050123SW009_02,1994SBOIB002,Flat Creek,13.71443,NULL,47,0,NULL,NULL,NULL,NULL
ID17050123SW008_04,1994SBOIB003,Gold Fork River,71.08264,NULL,60,2.5,NULL,NULL,NULL,NULL
ID17050123SW010_04,1994SBOIB004,Kennally Creek,70.40826,NULL,46,2,NULL,NULL,NULL,NULL
ID17050123SW008_04,1994SBOIB005,Gold Fork River,68.25848,NULL,65,2.5,NULL,NULL,NULL,NULL
ID17050123SW007_02,1994SBOIB006,Van Wyck Creek,70.33124,NULL,32,2,NULL,NULL,NULL,NULL
ID17050123SW007_02,1994SBOIB007,Deer Creek,56.95999,NULL,73,2.5,NULL,NULL,NULL,NULL
ID17050123SW007_02,1994SBOIB008,French Creek,63.01477,NULL,72,3,NULL,NULL,NULL,NULL
ID17050123SW007_02,1994SBOIB009,French Creek,80.76871,NULL,64,2.5,NULL,NULL,NULL,NULL
ID17050123SW007_02,1994SBOIB010,Poison Creek,65.4346,NULL,63,2.5,NULL,NULL,NULL,NULL
ID17050123SW007_02,1994SBOIB011,Duck Creek,38.82512,NULL,38,1,NULL,NULL,NULL,NULL
ID17050123SW012_03,1994SBOIB012,Lake Fork,48.51155,NULL,61,1.5,NULL,NULL,NULL,NULL
ID17050123SW015_02,1994SBOIB013,Mud Creek,25.38556,NULL,13,0,NULL,NULL,NULL,NULL
ID17050123SW015_02,1994SBOIB014,Mud Creek,9.518627,NULL,4,0,NULL,NULL,NULL,NULL
ID17050123SW012_03,1994SBOIB015,Lake Fork,43.86703,NULL,49,1,NULL,NULL,NULL,NULL
ID17050123SW011_02,1994SBOIB016,Willow Creek,20.71789,NULL,3,0,NULL,NULL,NULL,NULL
ID17050123SW011_02,1994SBOIB017,Willow Creek,21.42466,NULL,24,0,NULL,NULL,NULL,NULL
ID17050123SW017_02,1994SBOIB018,Landing Creek,35.50148,NULL,66,2,NULL,NULL,NULL,NULL
ID17050123SW017_03,1994SBOIB019,Fall Creek,80.8613,NULL,37,2,NULL,NULL,NULL,NULL
ID17050123SW018_02,1994SBOIB020,Box Creek,83.03514,NULL,32,2,NULL,NULL,NULL,NULL
ID17050123SW021_02,1994SBOIB021,North Fork Payette River,59.76356,NULL,31,2,NULL,NULL,NULL,NULL
ID17050123SW018_03,1994SBOIB022,North Fork Payette River,50.01304,NULL,69,2,NULL,NULL,NULL,NULL
ID17010303PN029_03,1994SCDAA001,Wolf Lodge Creek,25.3807,65.04947,56,0,NULL,NULL,NULL,NULL
ID17010214PN014_04,1994SCDAA002,Cocolalla Creek,23.15188,78.37929,48,0,NULL,NULL,NULL,NULL
ID17010214PN015_03,1994SCDAA003,Fish Creek,66.86172,NULL,52,2,NULL,NULL,NULL,NULL
ID17010214PN014_02,1994SCDAA004,Cocolalla Creek,63.63179,NULL,72,2.5,NULL,NULL,NULL,NULL
ID17010214PN053_02,1994SCDAA005,Little Sand Creek,54.55,NULL,56,1,NULL,NULL,NULL,NULL
ID17010214PN053_02,1994SCDAA006,Little Sand Creek,57.7372,NULL,45,1.5,NULL,NULL,NULL,NULL
ID17010214PN030_02,1994SCDAA007,Trestle Creek,66.74038,NULL,64,2.5,NULL,NULL,NULL,NULL
ID17010214PN039_03,1994SCDAA008,Pack River,44.52161,NULL,38,1,NULL,NULL,NULL,NULL
ID17010214PN031_04,1994SCDAA009,Pack River,52.1404,NULL,25,1,NULL,NULL,NULL,NULL
