WBSEGMENT,BURPID,BURP Stream Name,SMI,SFI,SHI,WBAG 2 Score,SMI2,SFI2,SHI2,WBAG 3 Score
ID17010302PN010_02,1998SCDAB012,Placer Creek,75.52859,NULL,65,2.5,76,NULL,65,2.5
ID17010214PN003_02a,1998SCDAB014,Hoodoo Creek,10.40573,0.026752,43,0,,,,
ID17010214PN003_03,1998SCDAB015,Curtis Creek,65.85162,38.54694,78,2.33,62,100,78,3
ID17010214PN049_03,1998SCDAB016,Sand Creek,29.38666,63.80651,42,0,,,,
ID17010214PN047_02,1998SCDAB017,Colburn Creek,63.9054,83.81303,87,2.67,62,80,87,2.33
ID17010214PN046_02,1998SCDAB018,Berry Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010302PN001_02,1998SCDAB019,Milo Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010214PN052_02,1998SCDAB020,Schweitzer Creek,50.32321,66.60159,76,1.67,60,89,76,2.33
ID17010214PN045_02,1998SCDAB021,Caribou Creek,60.33936,71.26311,80,2.33,66,92,80,2.67
ID17010214PN043_02,1998SCDAB022,Jeru Creek,59.42006,75.01868,79,2.33,66,90,79,2.67
ID17010214PN044_02,1998SCDAB023,Hellroaring Creek,45.31501,51.86077,70,1.67,52,68,70,1.67
ID17010214PN042_02,1998SCDAB024,McCormick Creek,40.76811,24.19233,79,0,52,79,80,2.33
ID17010214PN041_03,1998SCDAB025,Pack River,51.37786,NULL,64,1.5,58,NULL,64,2
ID17010214PN041_02a,1998SCDAB026,Lindsey Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010214PN041_02,1998SCDAB027,Youngs Creek,61.73629,81.62405,83,2.67,60,100,83,2.67
ID17010214PN041_02,1998SCDAB028,Martin Creek,10.29551,30,69,0,22,88,69,2
ID17010214PN041_03,1998SCDAB029,Pack River,57.4461,69.87431,61,2,64,49,61,1.33
ID17010301PN014_02a,1998SCDAB030,Cub Creek,67.13297,NULL,65,2.5,67,NULL,65,2
ID17010214PN034_02,1998SCDAB031,Gold Creek,66.29348,60.01356,63,2,60,64,63,1.33
ID17010214PN034_02,1998SCDAB032,Gold Creek,49.81662,NULL,41,1,37,NULL,41,1
ID17010104PN003_02,1998SCDAB033,Grass Creek,66.37466,NULL,83,3,71,NULL,83,3
ID17010215PN019_03,1998SCDAB034,Gold Creek,75.30588,NULL,78,3,74,NULL,78,3
ID17010215PN024_03,1998SCDAB035,Kalispell Creek,54.4192,NULL,54,1,65,NULL,54,2.5
ID17010214PN022_02,1998SCDAB036,West Gold Creek,77.57384,NULL,70,3,81,NULL,70,2.5
ID17010214PN024_02,1998SCDAB037,Chloride Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010214PN018_02a,1998SCDAB039,Falls Creek,82.73755,NULL,83,3,82,NULL,83,3
ID17010215PN022_02,1998SCDAB040,South Fork Granite Creek,79.31436,NULL,91,3,71,NULL,91,3
ID17010104PN037_02,1998SCDAB041,Rock Creek,34.54867,NULL,67,0,53,NULL,67,2
ID17010104PN007_03,1998SCDAB042,Smith Creek,61.9954,47.68792,73,2,62,55,73,1.67
ID17010104PN011_02a,1998SCDAB043,Ball Creek,64.71671,64.798,83,2,73,77,83,2.67
ID17010104PN014_02,1998SCDAB044,Cascade Creek,63.03974,NULL,80,2.5,72,NULL,80,3
ID17010301PN015_02,1998SCDAB045,Blacktail Creek,68.66816,NULL,64,2.5,57,NULL,64,2
ID17010301PN015_02,1998SCDAB046,Whitetail Creek,60.41549,NULL,77,2.5,58,NULL,77,2
ID17010104PN013_03,1998SCDAB047,Myrtle Creek,64.13441,NULL,75,2.5,76,NULL,75,2.5
ID17010215PN030_03,1998SCDAB048,Lower West Branch Priest River,37.46016,NULL,35,0,60,NULL,35,1.5
ID17010215PN008_03,1998SCDAB049,Soldier Creek,30.6162,62.22202,40,0,49,76,40,1.33
ID17010104PN021_03,1998SCDAB050,Fall Creek,30.00607,45.0542,44,0,57,83,44,1.67
ID17010215PN004_02,1998SCDAB051,North Fork East River,73.09895,NULL,81,3,68,NULL,81,2.5
ID17010104PN026_03a,1998SCDAB052,Trail Creek,65.4946,NULL,48,2,69,NULL,48,2
ID17010104PN030_03,1998SCDAB053,Cow Creek,48.94775,41.90847,50,1,55,100,50,2
ID17010104PN035_03,1998SCDAB054,Curley Creek,21.70416,15.48855,40,0,13,58,40,1
ID17010104PN010_03,1998SCDAB055,Trout Creek,83.31117,NULL,85,3,84,NULL,85,3
ID17010104PN024_02,1998SCDAB056,Dodge Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010104PN027_02,1998SCDAB057,Brown Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17010105PN007_02,1998SCDAB058,Canuck Creek,61.46206,80,62,2,68,81,62,1.67
ID17010105PN006_02,1998SCDAB059,Copper Creek,58.80089,NULL,56,1.5,58,NULL,56,1.5
ID17010105PN009_02,1998SCDAB060,Gillon Creek,60.2081,72.71846,64,2,56,74,64,2
ID17010215PN030_03,1998SCDAB061,Lower West Branch Priest River,54.92155,NULL,44,1,64,NULL,44,2
ID17010105PN004_03,1998SCDAB062,Deer Creek,82.6073,NULL,70,3,84,NULL,70,2.5
ID17010105PN003_02,1998SCDAB063,Skin Creek,76.53348,NULL,78,3,76,NULL,78,3
ID17010302PN009b_02,1998SCDAB067,Lake Creek,48.34511,92.95861,54,1.67,46,80,54,1.33
ID17010302PN017_02,1998SCDAB068,Ninemile Creek,65.07596,NULL,54,2,62,NULL,53,1.5
ID17010301PN030_02a,1998SCDAB069,Tom Lavin Creek,78.32117,88.62467,73,3,76,84,73,2.33
ID17010301PN003_02,1998SCDAB070,Beaver Creek,NULL,NULL,NULL,NULL,NULL,NULL,,
ID17040205SK029_02,1998SIDFA001,Dan Creek,28.19593,NULL,50,0,47,,53,1.5
ID17040205SK025_02,1998SIDFA002,Brockman Creek,33.76986,NULL,45,1,46,,45,1
ID17040205SK032_02,1998SIDFA003,Mud Spring Creek,33.30486,NULL,44,1,57,,45,2
ID17040205SK032_02,1998SIDFA004,North Fork Meadow Creek,60.27731,65.16067,56,1.67,56,90,56,2
ID17040214SK017_02,1998SIDFA005,West Threemile Creek,23.35809,47.79395,63,0,34,94,61,1.67
ID17040214SK017_02,1998SIDFA006,Middle Threemile Creek,65.17952,57.16872,79,2.33,64,94,79,2.67
ID17040214SK017_02,1998SIDFA007,East Threemile Creek,60.04566,47.72603,60,2,57,96,61,2
ID17040214SK017_02,1998SIDFA008,West Fork Middle Threemile Creek,66.54311,44.26682,66,2.33,60,92,66,2
ID17040214SK016_02,1998SIDFA009,Rattlesnake Creek,17.13594,NULL,18,0,41,,18,1
ID17040214SK016_02,1998SIDFA010,Corral Creek,40.39932,61.13535,33,1,56,93,33,2
ID17040214SK016_02,1998SIDFA011,Corral Creek,78.82294,NULL,68,3,73,NULL,68,2.5
ID17040214SK016_03,1998SIDFA012,Rattlesnake Creek,28.06433,NULL,47,0,54,NULL,45,2
ID17040214SK017_03,1998SIDFA013,Threemile Creek,55.85441,NULL,43,1.5,65,NULL,45,2
ID17040214SK016_02,1998SIDFA014,Spring Creek,64.52116,73.16001,43,2,69,99,42,2.33
ID17040214SK016_02,1998SIDFA015,Spring Creek,73.94182,90.142,89,3,70,93,83,2.67
ID17040214SK016_02,1998SIDFA016,East Fork Spring Creek,35.33574,NULL,69,2,45,NULL,69,2
ID17040214SK016_02,1998SIDFA017,Rattlesnake Creek,10.8151,NULL,49,0,29,NULL,49,1
ID17040214SK016_02,1998SIDFA018,West Fork Rattlesnake Creek,61.91538,48.34605,57,1.67,69,100,57,2.67
ID17040214SK016_02,1998SIDFA019,East Fork Rattlesnake Creek,61.83034,60.69357,33,1.67,72,100,33,2.33
ID17040214SK018_02,1998SIDFA020,Dairy Creek,53.83309,88.39916,67,2.67,54,98,67,2.33
ID17040214SK018_02,1998SIDFA021,Dairy Creek,53.83713,72.96033,66,2.33,45,85,67,1.67
ID17040214SK019_02,1998SIDFA022,Miners Creek,40.27786,NULL,52,1,51,NULL,51,1
ID17040214SK020_02,1998SIDFA023,Sheep Creek,41.35204,NULL,36,1,35,NULL,35,1
ID17040214SK025_03,1998SIDFA024,Dry Creek,29.40368,53.01749,44,0,63,87,46,2
ID17040214SK021_02,1998SIDFA025,Long Creek,45.24662,NULL,47,1.5,48,,45,1
ID17040214SK021_02,1998SIDFA026,Berry Creek,43.76123,NULL,40,1,60,NULL,40,1.5
ID17040214SK021_02,1998SIDFA027,Modoc Creek,71.70368,85.37704,54,2.33,70,100,54,2.67
ID17040214SK021_02,1998SIDFA028,Horse Creek,70.16773,39.14122,53,1.67,68,74,53,2
ID17040214SK021_02,1998SIDFA029,East Modoc Creek,29.75119,89.30162,57,0,40,81,57,1.33
ID17040214SK021_02,1998SIDFA030,West Modoc Creek,6.960348,NULL,67,0,16,NULL,67,1.5
ID17040214SK021_02,1998SIDFA031,Chicken Creek,23.37028,NULL,50,0,46,NULL,50,1
ID17040214SK008_02,1998SIDFA032,Crooked Creek,40.67514,41.67315,33,1,45,76,33,1.33
ID17040214SK008_03,1998SIDFA033,Crab Creek,34.65269,28.74304,42,0,47,74,39,1.33
ID17040214SK006_03,1998SIDFA034,Ching Creek,51.84615,48.75,47,1.33,69,67,47,2
ID17040214SK018_02,1998SIDFA035,Van Noy Canyon Creek,19.38029,NULL,43,0,15,NULL,43,1
ID17040214SK009_02,1998SIDFA036,Saw Creek,24.01563,49.58333,19,0,11,68,19,1
ID17040214SK006_02,1998SIDFA037,Trail Creek,57.24301,42.52017,77,2,52,63,77,1.67
ID17040214SK006_02,1998SIDFA038,Little Creek,59.79574,49.58333,60,2,56,62,60,1.33
ID17040215SK005_02,1998SIDFA039,West Fork Indian Creek,48.60883,85.25503,54,1.67,45,93,54,1.67
ID17040215SK005_02,1998SIDFA040,West Fork Indian Creek,42.55373,78.33404,69,2,41,95,64,2
ID17040215SK017_02,1998SIDFA041,Webber Creek,63.83579,62.99426,71,2.33,58,57,71,1.67
ID17040215SK015_02,1998SIDFA042,Horse Creek,19.22654,NULL,51,0,43,NULL,50,1
ID17040215SK016_02,1998SIDFA043,North Fork Fritz Creek,38.85222,NULL,47,1,51,NULL,44,1
ID17040215SK016_02,1998SIDFA044,South Fork Fritz Creek,4.88937,NULL,37,0,18,NULL,37,1
ID17040215SK003_03,1998SIDFA045,Indian Creek,56.85927,NULL,48,1.5,57,NULL,53,2
ID17040215SK008_02,1998SIDFA046,Middle Creek,49.13692,NULL,68,2,43,NULL,68,1.5
ID17040215SK008_02,1998SIDFA047,Wood Canyon,25.42721,NULL,45,0,18,,45,1
ID17040215SK009_02,1998SIDFA048,Dry Creek,38.321,45.22018,64,1.67,60,100,60,2.33
ID17040215SK012_02,1998SIDFA049,Irving Creek,25.15026,79.33098,41,0,33,92,41,1.67
ID17040215SK012_02,1998SIDFA050,"Bull Pen, The",46.78453,35.3007,57,1.67,48,100,55,2
ID17040215SK018_02,1998SIDFA051,Deep Creek,35.20469,NULL,28,1,54,,30,1.5
ID17040216SK009_02,1998SIDFA052,Willow Creek,52.82511,66.3717,40,1.33,59,92,40,2
ID17040216SK015_03,1998SIDFA053,Pass Creek,60.96573,NULL,68,3,73,,68,3
ID17060201SL085_02,1998SIDFA054,Rainbow Creek,74.60103,NULL,66,3,72,NULL,66,2.5
ID17060201SL081_02,1998SIDFA055,Taylor Creek,47.28854,NULL,53,1,28,NULL,53,1
ID17060201SL081_02,1998SIDFA056,Salmon River,35.0061,94.14238,62,2,31,81,62,1.33
ID17060201SL081_02,1998SIDFA057,Salmon River,71.81476,89.27737,74,3,70,96,74,2.67
ID17060201SL075_03,1998SIDFA058,Cabin Creek,56.96251,97.71758,78,2.67,61,84,77,2
ID17060201SL075_02,1998SIDFA059,Vat Creek,43.67484,74.83882,60,1.67,45,78,60,1.33
ID17060201SL069_03,1998SIDFA060,Huckleberry Creek,77.45409,77.26497,66,2.67,71,71,66,2
ID17060201SL068_02,1998SIDFA061,Boundary Creek,51.84274,92.44981,79,2.67,55,98,79,2.67
ID17060201SL091_02,1998SIDFA062,Little Casino Creek,56.92116,95.17018,69,2.67,53,93,69,2.33
ID17060201SL055_02,1998SIDFA063,Trap Creek,51.44184,78.93056,87,2.33,36,75,87,2
ID17060201SL056_02,1998SIDFA064,Meadow Creek,51.44123,NULL,63,2,34,NULL,63,1
ID17060201SL057_02,1998SIDFA065,Elk Creek,46.30421,72.95621,80,2,33,86,80,2
ID17060201SL051_02,1998SIDFA066,Park Creek,49.36293,88.31986,49,1.67,34,76,49,1.33
ID17060201SL051_02,1998SIDFA067,Job Creek,47.18291,74.72361,46,1.33,50,51,46,1
ID17060201SL092_02,1998SIDFA068,Big Casino Creek,70.06283,80.8039,72,2.67,64,93,72,2.33
ID17060201SL047_02,1998SIDFA069,Lower Harden Creek,57.85116,99.27064,73,2.67,45,97,73,2
ID17060201SL032_02,1998SIDFA070,Blind Creek,73.13913,NULL,57,2,69,,57,1.5
ID17060201SL032_02,1998SIDFA071,Jerrys Creek,63.5801,NULL,57,2,56,,57,1.5
ID17060201SL052_02,1998SIDFA072,Stanley Creek,57.60231,82.37349,45,2,57,63,45,1.33
ID17060201SL034_02,1998SIDFA073,Fourth of July Creek,59.59106,85.4044,91,3,52,98,91,2.67
ID17060201SL035_02,1998SIDFA074,Fivemile Creek,56.24263,NULL,62,2,52,NULL,62,1.5
ID17060201SL040_03,1998SIDFA075,Eightmile Creek,65.21439,84.89227,49,2.33,49,81,49,1.33
ID17060201SL032_02,1998SIDFA076,Silver Creek,47.94316,NULL,74,2,39,,74,1.5
ID17060201SL032_02,1998SIDFA077,Rankin Creek,79.45275,78.9835,68,2.67,71,100,68,2.67
ID17060201SL033_03,1998SIDFA078,Ramey Creek,53.87546,95.53642,60,2.33,58,89,60,2
ID17060201SL034_02,1998SIDFA079,Greylock Creek,50.33653,NULL,73,2,46,,73,1.5
ID17060201SL037_02,1998SIDFA080,McKay Creek,56.87428,84.12168,78,2.67,52,94,78,2.67
ID17060201SL037_02,1998SIDFA081,McKay Creek,79.9791,83.33334,67,3,69,84,67,2
ID17060201SL034_02,1998SIDFA082,Yankee Fork,81.0303,NULL,63,2.5,71,NULL,63,2
ID17060201SL038_02,1998SIDFA083,Twelvemile Creek,26.18595,65.07486,66,0,37,88,66,2
ID17060201SL036_02,1998SIDFA084,Elevenmile Creek,63.83468,98.91257,77,3,65,87,77,2
ID17060201SL039_02,1998SIDFA085,Tenmile Creek,78.20023,NULL,78,3,68,NULL,78,2.5
ID17060201SL034_02,1998SIDFA086,Ninemile Creek,57.88657,60.28685,86,2,58,93,86,2.67
ID17060201SL040_02,1998SIDFA087,Eightmile Creek,77.25748,56.98074,69,2.33,76,80,69,2.33
ID17060201SL040_02,1998SIDFA088,UNT to Eightmile Creek,52.98827,NULL,65,2,70,NULL,66,2.5
ID17060201SL031_02,1998SIDFA089,Muley Creek,73.69736,NULL,73,3,61,NULL,73,2
ID17060201SL031_03,1998SIDFA090,Peach Creek,66.39963,82.89091,63,2.67,58,76,63,1.67
ID17060201SL031_02,1998SIDFA091,Peach Creek,75.88934,NULL,77,3,68,NULL,77,2
ID17060201SL099_02,1998SIDFA092,Last Chance Creek,56.97658,NULL,73,2.5,58,NULL,73,2
ID17060201SL099_02,1998SIDFA093,Livingston Creek,35.00121,NULL,79,2,44,NULL,79,2
ID17060201SL099_02,1998SIDFA094,Slate Creek,43.19184,NULL,64,1.5,42,,64,1.5
ID17060201SL099_02,1998SIDFA095,Slate Creek,64.73845,NULL,66,3,68,NULL,66,2
ID17060201SL030_02,1998SIDFA096,Buckskin Creek,47.62344,67.01137,75,2,29,93,75,2
ID17060201SL021_02,1998SIDFA097,First Creek,63.4911,79.02417,61,2.33,63,82,61,1.67
ID17060201SL022_02,1998SIDFA098,Cash Creek,83.58426,NULL,42,2,70,NULL,42,2
ID17060201SL099_03,1998SIDFA099,Slate Creek,56.22558,57.06742,72,2,59,57,72,1.67
ID17060201SL074_02,1998SIDFA100,Hell Roaring Creek,43.29568,8.268085,69,0,33,80,68,1.67
ID17060201SL071_02,1998SIDFA101,Huckleberry Creek,64.20638,86.77763,48,2.33,48,85,48,1.33
ID17060201SL070_02,1998SIDFA102,Decker Creek,30.74122,77.43099,60,0,30,82,60,1.33
ID17060201SL105_03,1998SIDFA103,Big Boulder Creek,65.46908,NULL,72,3,67,NULL,72,2
ID17060201SL105_02,1998SIDFA104,Jim Creek,62.55666,NULL,71,3,59,NULL,72,2
ID17060201SL126_02,1998SIDFA105,Mosquito Creek,36.19663,56.80174,49,1,50,97,49,1.33
ID17060201SL125_03,1998SIDFA106,Bear Creek,70.30847,42.56427,64,2,60,100,64,2.33
ID17060201SL016_02,1998SIDFA107,Birch Creek,80.19754,88.54964,62,2.67,69,100,62,2.67
ID17060201SL017_02,1998SIDFA108,Bayhorse Creek,75.72133,89.26153,77,3,56,91,77,2.33
ID17060201SL010_02,1998SIDFA109,Eddy Creek,68.44946,97.78633,71,3,59,100,72,2.67
ID17060201SL011_02,1998SIDFA110,Bear Creek,67.46353,97.63675,74,3,67,92,74,2.33
ID17060201SL011_02,1998SIDFA111,Bear Creek,72.67316,NULL,88,3,77,,88,3
ID17060201SL011_02,1998SIDFA112,Twin Creek,73.52805,65.02291,82,2.33,60,95,82,2.67
ID17060201SL011_02,1998SIDFA113,West Fork Creek,55.51477,NULL,83,2.5,45,NULL,83,2
ID17060201SL012_02,1998SIDFA114,Lodgepole Creek,65.36607,NULL,61,2.5,66,NULL,61,1.5
ID17060201SL012_02,1998SIDFA115,Challis Creek,82.65488,73.03854,82,2.67,80,94,82,3
ID17060201SL005_02,1998SIDFA116,Blowfly Creek,77.1041,85.67042,66,3,66,78,66,2
ID17060201SL004_02,1998SIDFA117,West Fork Morgan Creek,82.42593,98.20804,59,2.67,78,95,59,2.33
ID17060201SL004_02,1998SIDFA118,Little West Fork Morgan Creek,69.17766,NULL,78,3,64,NULL,78,2.5
ID17060201SL003_03,1998SIDFA119,Bear Creek,76.98297,69.77371,35,2,73,98,35,2.33
ID17060201SL003_02,1998SIDFA120,Trail Creek,77.06421,NULL,50,2,55,NULL,50,1.5
ID17060201SL003_02,1998SIDFA121,Van Horn Creek,83.07336,NULL,56,2,79,NULL,56,2.5
ID17060201SL003_02,1998SIDFA122,Alder Creek,81.06841,95,86,3,74,85,86,2.67
ID17060201SL003_02,1998SIDFA123,Morgan Creek,76.40715,78.56607,71,2.67,77,100,71,2.67
ID17060201SL003_02,1998SIDFA124,Alder Creek,81.94523,NULL,61,2.5,73,,61,2
ID17060201SL008_03,1998SIDFA125,Darling Creek,49.72153,NULL,60,1.5,53,NULL,60,2
ID17060201SL009_02,1998SIDFA126,White Valley Creek,75.91656,89.40582,73,3,57,81,73,2
ID17060201SL114_03,1998SIDFA127,West Pass Creek,55.28377,NULL,68,2.5,62,NULL,68,2
ID17060201SL114_02,1998SIDFA128,Roaring Creek,62.09426,NULL,87,3,65,NULL,87,2.5
ID17060201SL110_04,1998SIDFA129,East Fork Salmon River,45.62743,NULL,56,1,56,NULL,57,1.5
ID17060201SL013_02,1998SIDFA130,Mill Creek,78.07992,91.16087,72,3,65,84,72,2
ID17060201SL013_03,1998SIDFA131,Mill Creek,86.23215,93.70468,69,3,74,75,69,2.33
ID17060201SL106_02,1998SIDFA132,Little Boulder Creek,75.97385,NULL,81,3,60,NULL,81,2.5
ID17060201SL001_02,1998SIDFA133,Shep Creek,60.84714,NULL,43,2,62,,45,2
ID17060201SL094_03,1998SIDFA134,Warm Springs Creek,80.00832,58.46832,72,2.33,74,61,72,2
ID17060201SL086_03,1998SIDFA135,Champion Creek,67.48221,33.20623,65,0,59,38,65,1.67
ID17060201SL109_02,1998SIDFA136,Germania Creek,60.44794,NULL,65,2.5,51,NULL,65,1.5
ID17060201SL109_02,1998SIDFA137,Three Cabins Creek,55.80069,NULL,85,2.5,53,NULL,85,2.5
ID17040205SK021_02,1998SIDFB001,Bridge Creek,54.92137,66.52888,49,1.33,72,95,49,2.67
ID17040205SK021_02,1998SIDFB002,North Fork Eagle Creek,49.71989,NULL,57,1,54,,57,2
ID17040205SK021_02,1998SIDFB003,Willow Creek,59.04698,41.20551,64,2,53,87,64,2
ID17040205SK024_02,1998SIDFB004,Shirley Creek,34.02901,0.026752,39,0,52,60,41,1
ID17040205SK032_02,1998SIDFB005,Meadow Creek,49.69649,78.814,51,1.33,32,96,55,1.67
ID17040205SK023_02,1998SIDFB006,Wayan Creek,22.62162,NULL,44,0,60,NULL,44,1.5
ID17040205SK023_02,1998SIDFB007,Gravel Creek,57.03032,35.03198,69,2,60,89,73,2.33
ID17040205SK023_02,1998SIDFB008,Gravel Creek,55.68364,38.90821,60,1.67,42,97,65,1.67
ID17040205SK014_02,1998SIDFB009,Crane Creek,24.30228,NULL,27,0,55,,27,1.5
ID17040207SK025_02a,1998SIDFB010,Meadow Creek,14.81015,NULL,39,0,43,,39,1
ID17040205SK031_02,1998SIDFB011,Peterson Creek,35.84388,NULL,43,1,39,,45,1
ID17040205SK031_02,1998SIDFB012,Indian Fork,43.6822,NULL,54,1,49,,54,1.5
ID17040205SK031_02,1998SIDFB013,Pipe Creek,12.54467,NULL,23,0,31,NULL,23,1
ID17040217SK001_02,1998SIDFB014,South Creek,54.76838,50.88351,71,2.33,65,89,71,2.33
ID17040217SK004_02,1998SIDFB015,North Creek,76.89482,54.70559,67,2.33,74,100,65,2.67
ID17040217SK005_02,1998SIDFB016,Uncle Ike Creek,44.91751,NULL,59,1.5,50,NULL,59,1.5
ID17040217SK017_02,1998SIDFB017,Smithie Creek,59.75317,NULL,59,2.5,50,NULL,59,1
ID17040217SK017_02,1998SIDFB018,Main Fork,47.10375,NULL,68,2.5,40,NULL,61,1
ID17040217SK017_02,1998SIDFB019,Firebox Creek,78.49879,NULL,66,3,65,NULL,66,2
ID17040217SK017_02,1998SIDFB020,Main Fork,63.36947,NULL,78,3,56,NULL,73,2
ID17040217SK018_02,1998SIDFB021,Timber Creek,89.68697,NULL,81,3,87,NULL,76,2.5
ID17040217SK018_02,1998SIDFB022,Slide Creek,61.95412,NULL,79,3,57,NULL,74,2
ID17040217SK018_02,1998SIDFB023,Redrock Creek,64.36436,NULL,72,3,53,,68,2
ID17040217SK017_03,1998SIDFB024,Main Fork,75.83933,58.5694,68,2.33,73,68,69,2
ID17040217SK017_02,1998SIDFB025,Moonshine Creek,84.49619,65.72869,71,2.33,71,98,66,2.67
ID17040217SK024_02,1998SIDFB026,Wet Creek,67.47476,NULL,61,2.5,56,NULL,61,1.5
ID17040217SK024_02,1998SIDFB027,Wet Creek,77.8177,75.51839,56,2,69,98,57,2.67
ID17040217SK024_02,1998SIDFB028,Big Creek,75.47713,NULL,50,2,58,NULL,49,1.5
ID17040217SK023_02,1998SIDFB029,Chicken Creek,64.79705,NULL,32,2,69,NULL,31,2
ID17040217SK017_02,1998SIDFB030,Smithie Creek,81.939,NULL,74,3,65,NULL,69,2
ID17040217SK023_02,1998SIDFB031,Massacre Creek,43.17775,NULL,31,1,47,NULL,31,1
ID17040217SK023_02,1998SIDFB032,Squaw Creek,54.12897,NULL,39,2,60,NULL,37,1.5
ID17040215SK017_02,1998SIDFB033,Webber Creek,83.18179,NULL,63,2.5,76,NULL,63,2.5
ID17040217SK024_02,1998SIDFB034,Basin Creek,22.35375,NULL,36,0,23,NULL,34,1
ID17040218SK022_02,1998SIDFB035,North Fork Sage Creek,48.47658,NULL,58,1.5,46,NULL,58,1.5
ID17040218SK022_02,1998SIDFB036,Bradshaw Creek,44.17022,NULL,47,1,52,NULL,47,1
ID17040218SK022_02,1998SIDFB037,Sage Creek,69.9526,NULL,55,2,58,NULL,54,2
ID17040218SK022_02,1998SIDFB038,North Fork Sage Creek,52.69438,NULL,62,2,57,NULL,62,2
ID17040218SK022_02,1998SIDFB039,Corral Creek,56.73414,NULL,60,2,51,NULL,60,1.5
ID17040218SK024_02,1998SIDFB040,Pinto Creek,34.26092,NULL,59,1.5,59,NULL,59,2
ID17040218SK025_02,1998SIDFB041,Burnt Creek,44.09346,NULL,54,1,45,NULL,54,1.5
ID17040218SK025_02,1998SIDFB042,Garden Creek,19.85486,NULL,45,0,32,NULL,45,1
ID17040218SK025_02,1998SIDFB043,Lake Creek,43.30722,NULL,52,1,45,NULL,52,1
ID17040218SK025_02,1998SIDFB044,Deep Creek,39.50428,NULL,56,1,56,NULL,56,2
ID17040218SK030_02,1998SIDFB045,Burnt Aspen Creek,67.17772,NULL,83,3,52,NULL,83,2.5
ID17040218SK027_02,1998SIDFB046,Bartlett Creek,47.87822,NULL,71,2,36,NULL,71,1.5
ID17040218SK029_02,1998SIDFB047,Little Kane Creek,67.9939,NULL,63,2.5,50,NULL,63,1
ID17040218SK039_02,1998SIDFB048,Coal Creek,59.24284,NULL,44,2,53,NULL,44,1.5
ID17040218SK039_02,1998SIDFB049,Steve Creek,21.236,NULL,55,0,37,NULL,55,1.5
ID17040218SK049_02,1998SIDFB050,Bailey Corral Canyon,18.14038,NULL,46,0,46,NULL,46,1
ID17040218SK049_02,1998SIDFB051,Flower Garden Creek,18.17931,NULL,48,0,22,NULL,48,1
ID17040218SK049_02,1998SIDFB052,McKey Creek,73.43536,NULL,51,2,71,NULL,51,2
ID17040218SK050_02,1998SIDFB053,Richardson Canyon,67.65891,NULL,57,2,51,NULL,57,1.5
ID17040218SK050_02,1998SIDFB054,Lupine Creek,49.13323,NULL,56,1,51,NULL,57,1.5
ID17040218SK050_02,1998SIDFB055,Carcass Creek,20.3518,NULL,43,0,41,NULL,43,1
ID17040218SK045_02,1998SIDFB056,Trail Creek,51.00588,NULL,60,2,61,NULL,60,2
ID17040218SK045_02,1998SIDFB057,South Fork Alder Creek,57.16343,NULL,64,2,70,NULL,64,2.5
ID17040218SK045_02,1998SIDFB058,Big Blind Canyon,13.32747,NULL,34,0,36,NULL,34,1
ID17040218SK044_02,1998SIDFB059,East Fork Navarre Creek,5.864661,NULL,55,0,20,NULL,54,1.5
ID17040218SK044_02,1998SIDFB060,West Fork Navarre Creek,37.04934,NULL,57,1,40,NULL,57,1.5
ID17040218SK044_02,1998SIDFB061,Middle Fork Navarre Creek,75.05746,NULL,75,3,69,NULL,75,3
ID17040218SK044_03,1998SIDFB062,Navarre Creek,45.7447,NULL,52,1,44,NULL,52,1
ID17040218SK043_02,1998SIDFB063,Lehman Creek,87.14822,NULL,59,2.5,81,NULL,59,2.5
ID17040218SK009_02,1998SIDFB064,Bear Creek,15.99272,NULL,77,0,29,NULL,77,1.5
ID17040218SK009_02,1998SIDFB065,Lime Creek,81.18241,NULL,58,2.5,70,NULL,58,2.5
ID17040218SK009_02,1998SIDFB066,Pass Creek,45.62369,NULL,48,1,55,NULL,48,1.5
ID17040218SK009_02,1998SIDFB067,Pass Creek,70.83292,NULL,56,2,73,NULL,56,2.5
ID17040218SK009_03,1998SIDFB068,Pass Creek,85.91383,NULL,61,2.5,70,NULL,61,2.5
ID17040218SK024_02,1998SIDFB069,Rock Creek,30.65503,NULL,46,0,53,NULL,46,1.5
ID17040218SK024_03,1998SIDFB070,Grant Creek,37.83244,NULL,44,1,49,NULL,44,1
ID17040218SK020_03,1998SIDFB071,Willow Creek,39.99879,NULL,48,1,52,NULL,49,1.5
ID17040218SK019_02,1998SIDFB072,Rock Creek,49.88356,NULL,67,2,55,NULL,69,2.5
ID17040218SK043_02,1998SIDFB073,Boone Creek,29.7003,NULL,31,0,55,NULL,31,1.5
ID17040218SK045_02,1998SIDFB074,Cliff Creek,34.2408,NULL,75,2,31,NULL,75,1.5
ID17040218SK058_02,1998SIDFB075,Pine Creek,28.6424,NULL,33,0,43,NULL,33,1
