"","scientificName","agency","project","relyea_order","relyea_site_count","relyea_taxa_FSBI","relyea_sensitivity_score","source","relyea_note"
"955","Prosimulium","BLM","AIM PIBO OE","D",172,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"956","Prosimulium","BLM","AIM WW OE","D",172,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"957","Prosimulium/Helodon","USFS","PIBO",NA,NA,NA,NA,NA,NA
"958","Protoptila","BLM","AIM WW OE","T",28,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"959","Protoptila","USFS","PIBO","T",28,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"960","Protzia","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"961","Protzia","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"962","Protzia","USFS","PIBO",NA,NA,NA,NA,NA,NA
"963","Psephenidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"964","Psephenus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"965","Psephenus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"966","Pseudochironomus","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"967","Pseudochironomus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"968","Pseudochironomus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"969","Pseudocloeon","USFS","PIBO",NA,NA,NA,NA,NA,NA
"970","Pseudocloeon apache","USFS","PIBO",NA,NA,NA,NA,NA,NA
"971","Pseudodiamesa","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"972","Pseudodiamesa","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"973","Pseudodiamesa","USFS","PIBO",NA,NA,NA,NA,NA,NA
"974","Pseudorthocladius","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"975","Pseudorthocladius","USFS","PIBO",NA,NA,NA,NA,NA,NA
"976","Psilometriocnemus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"977","Psilometriocnemus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"978","Psychoda","USFS","PIBO",NA,NA,NA,NA,NA,NA
"979","Psychodidae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"980","Psychodidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"981","Psychoglypha","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"982","Psychoglypha","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"983","Psychoglypha","USFS","PIBO",NA,NA,NA,NA,NA,NA
"984","Psychomyia","USFS","PIBO",NA,NA,NA,NA,NA,NA
"985","Psychomyiidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"986","Pteronarcella","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"987","Pteronarcella","USFS","PIBO",NA,NA,NA,NA,NA,NA
"988","Pteronarcella","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"989","Pteronarcella badia","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"990","Pteronarcella badia","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"991","Pteronarcella badia","USFS","PIBO",NA,NA,NA,NA,NA,NA
"992","Pteronarcyidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"993","Pteronarcys","USFS","PIBO","P",101,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",""
"994","Pteronarcys","BLM","AIM WW OE","P",101,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",""
"995","Pteronarcys","BLM","AIM PIBO OE","P",101,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",""
"996","Pteronarcys californica","USFS","PIBO","P",52,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",""
"997","Pteronarcys californica","BLM","AIM PIBO OE","P",52,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",""
"998","Pteronarcys californica","BLM","AIM WW OE","P",52,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",""
"999","Pteronarcys princeps","BLM","AIM PIBO OE","P",8,10,"moderately fine sediment sensitive","Relyea 2007 Table 4","n-size too small, therefore species occurrence value is the same as genus occurrence value"
"1000","Pteronarcys princeps","USFS","PIBO","P",8,10,"moderately fine sediment sensitive","Relyea 2007 Table 4","n-size too small, therefore species occurrence value is the same as genus occurrence value"
"1001","Pteronarcys princeps","BLM","AIM WW OE","P",8,10,"moderately fine sediment sensitive","Relyea 2007 Table 4","n-size too small, therefore species occurrence value is the same as genus occurrence value"
"1002","Ptychoptera","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1003","Ptychoptera","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1004","Ptychopteridae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1005","Pyrgulopsis","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1006","Radotanypus","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1007","Radotanypus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1008","Radotanypus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1009","Rhabdomastix","BLM","AIM WW OE","D",107,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1010","Rhabdomastix","BLM","AIM PIBO OE","D",107,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1011","Rhabdomastix","USFS","PIBO","D",107,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1012","Rheocricotopus","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1013","Rheocricotopus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1014","Rheocricotopus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1015","Rheotanytarsus","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1016","Rheotanytarsus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1017","Rheotanytarsus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1018","Rhizelmis nigra","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1019","Rhyacophila","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1020","Rhyacophila","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1021","Rhyacophila alberta group","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1022","Rhyacophila alberta group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1023","Rhyacophila atrata complex","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1024","Rhyacophila atrata complex","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1025","Rhyacophila betteni group","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1026","Rhyacophila betteni group","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1027","Rhyacophila betteni group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1028","Rhyacophila brunnea","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1029","Rhyacophila brunnea group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1030","Rhyacophila brunnea/vemna group","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1031","Rhyacophila brunnea/vemna group","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1032","Rhyacophila brunnea/vemna group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1033","Rhyacophila coloradensis group","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1034","Rhyacophila coloradensis group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1035","Rhyacophila ecosa group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1036","Rhyacophila grandis group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1037","Rhyacophila narvae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1038","Rhyacophila narvae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1039","Rhyacophila rotunda group","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1040","Rhyacophila rotunda group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1041","Rhyacophila sibirica group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1042","Rhyacophila tucula","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1043","Rhyacophila vaccua","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1044","Rhyacophila vagrita group","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1045","Rhyacophila vagrita group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1046","Rhyacophila verrula","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1047","Rhyacophila viquaea group","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1048","Rhyacophila viquaea group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1049","Rhyacophilidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1050","Rickera","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1051","Rickera sorpta","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1052","Sanfilippodytes","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1053","Sciomyzidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1054","Sepedon","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1055","Sepedon","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1056","Sergentia","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1057","Sergentia","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1058","Sergentia","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1059","Sericostriata surdickae","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1060","Sericostriata surdickae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1061","Sericostriata surdickae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1062","Serratella","USFS","PIBO","E",436,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1063","Serratella","BLM","AIM PIBO OE","E",436,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1064","Serratella","BLM","AIM WW OE","E",436,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1065","Serratella micheneri","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1066","Setvena","USFS","PIBO","P",55,15,"very fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1067","Setvena bradleyi","BLM","AIM PIBO OE","P",18,15,"very fine sediment sensitive","Relyea 2007 Table 4","n-size too small, therefore species occurrence value is the same as genus occurrence value"
"1068","Setvena bradleyi","USFS","PIBO","P",18,15,"very fine sediment sensitive","Relyea 2007 Table 4","n-size too small, therefore species occurrence value is the same as genus occurrence value"
"1069","Setvena bradleyi","BLM","AIM WW OE","P",18,15,"very fine sediment sensitive","Relyea 2007 Table 4","n-size too small, therefore species occurrence value is the same as genus occurrence value"
"1070","Sialis","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1071","Sialis","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1072","Sialis","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1073","Sialis occidens","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1074","Sigara","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1075","Sigara","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1076","Simuliidae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1077","Simuliidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1078","Simulium","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1079","Simulium","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1080","Simulium","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1081","Simulium arcticum","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1082","Simulium arcticum group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1083","Simulium argus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1084","Simulium canadense","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1085","Simulium defoliarti","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1086","Simulium meridionale","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1087","Simulium piperi","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1088","Simulium tuberosum group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1089","Simulium venustum group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1090","Simulium vittatum group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1091","Siphlonuridae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1092","Siphlonuridae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1093","Siphlonurus","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1094","Siphlonurus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1095","Siphlonurus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1096","Skwala","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1097","Skwala","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1098","Skwala","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1099","Skwala americana","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1100","Skwala americana","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1101","Skwala americana","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1102","Somatochlora","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1103","Soyedina","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1104","Sperchon","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1105","Sperchon","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1106","Sperchon","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1107","Sperchonidae","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1108","Sperchonidae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1109","Sperchonidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1110","Sperchonopsis","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1111","Sperchonopsis","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1112","Sperchonopsis","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1113","Sphaerium","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1114","Sphaerium","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1115","Sphaerium","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1116","Stagnicola","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1117","Staphylinidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1118","Stegopterna","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1119","Stegopterna","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1120","Stempellina","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1121","Stempellina","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1122","Stempellina","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1123","Stempellinella","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1124","Stempellinella","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1125","Stempellinella","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1126","Stenelmis","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1127","Stenonema femoratum","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1128","Stenonema femoratum","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1129","Stenonema femoratum","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1130","Stictochironomus","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1131","Stictochironomus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1132","Stictochironomus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1133","Stictotarsus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1134","Stictotarsus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1135","Stratiomyidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1136","Stratiomyidae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1137","Stratiomys","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1138","Stratiomys","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1139","Stygobromus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1140","Sublettea","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1141","Sublettea","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1142","Sublettea","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1143","Suwallia","BLM","AIM WW OE","P",96,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1144","Suwallia","USFS","PIBO","P",96,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1145","Suwallia","BLM","AIM PIBO OE","P",96,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1146","Sweltsa","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1147","Sweltsa","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1148","Sweltsa","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1149","Synorthocladius","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1150","Synorthocladius","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1151","Synorthocladius","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1152","Tabanidae","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1153","Tabanidae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1154","Tabanidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1155","Tabanus","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1156","Tabanus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1157","Tabanus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1158","Taenionema","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1159","Taeniopterygidae","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1160","Taeniopterygidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1161","Taeniopteryx","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1162","Taeniopteryx","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1163","Taeniopteryx","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1164","Tanypodinae","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1165","Tanypodinae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1166","Tanypodinae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1167","Tanytarsus","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1168","Tanytarsus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1169","Tanytarsus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1170","Tardigrada","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1171","Telmatogetoninae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1172","Testudacarus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1173","Testudacarus","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1174","Testudacarus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1175","Thaumalea","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1176","Thaumalea","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1177","Thaumalea","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1178","Thaumaleidae","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1179","Thaumaleidae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1180","Thaumaleidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1181","Thienemanniella","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1182","Thienemanniella","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1183","Thienemanniella","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1184","Thienemannimyia group","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1185","Thienemannimyia group","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1186","Thienemannimyia group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1187","Timpanoga hecuba","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1188","Timpanoga hecuba","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1189","Tipula","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1190","Tipula","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1191","Tipula","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1192","Tipula (Arctotipula)","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1193","Tipula (Nippotipula)","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1194","Tipulidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1195","Torrenticola","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1196","Torrenticola","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1197","Torrenticola","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1198","Torrenticolidae","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1199","Torrenticolidae","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1200","Torrenticolidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1201","Triaenodes","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1202","Trichoclinocera","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1203","Trichoptera","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1204","Tricorythodes","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1205","Tricorythodes","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1206","Tricorythodes","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1207","Triznaka","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1208","Trombidiformes","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1209","Trombidiformes","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1210","Trombidiformes","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1211","Tropisternus","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1212","Tropisternus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1213","Tubificida","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1214","Tvetenia bavarica group","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1215","Tvetenia bavarica group","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1216","Tvetenia bavarica group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1217","Uenoidae","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1218","Unionicola","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1219","Unionicola","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1220","Unionicola","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1221","Utaperla sopladora","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1222","Uvarus","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1223","Valvata","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1224","Valvata","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1225","Valvata humeralis","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1226","Visoka","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1227","Visoka cataractae","BLM","AIM WW OE","P",172,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1228","Visoka cataractae","USFS","PIBO","P",172,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1229","Visoka cataractae","BLM","AIM PIBO OE","P",172,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1230","Vorticifex effusa","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1231","Vorticifex effusa","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1232","Vorticifex effusa","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1233","Wandesia","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1234","Wandesia","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1235","Wandesia","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1236","Wiedemannia","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1237","Wiedemannia","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1238","Wiedemannia","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1239","Wormaldia","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1240","Wormaldia","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1241","Wormaldia","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1242","Xenacoelomorpha","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1243","Xenacoelomorpha","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1244","Yoraperla","USFS","PIBO","P",396,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1245","Yoraperla","BLM","AIM PIBO OE","P",396,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1246","Yoraperla","BLM","AIM WW OE","P",396,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1247","Yoraperla brevis","USFS","PIBO","P",25,5,"slightly fine sediment sensitive","Relyea 2007 Table 4",""
"1248","Zaitzevia","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1249","Zaitzevia","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1250","Zaitzevia","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1251","Zaitzevia parvula","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1252","Zaitzevia parvula","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1253","Zaitzevia parvula","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1254","Zaitzevia parvulua parvula","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1255","Zaitzevia parvulua parvula","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1256","Zaitzevia parvulua parvula","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1257","Zapada","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1258","Zapada","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1259","Zapada","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1260","Zapada cinctipes","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1261","Zapada cinctipes","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1262","Zapada cinctipes","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1263","Zapada columbiana","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1264","Zapada columbiana","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1265","Zapada columbiana","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1266","Zapada columbiana/oregonensis group","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1267","Zapada columbiana/oregonensis group","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1268","Zapada columbiana/oregonensis group","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1269","Zapada frigida","BLM","AIM PIBO OE","P",25,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1270","Zapada frigida","USFS","PIBO","P",25,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
